order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order
1782953,10210,9,5,12,3.0
682861,10210,10,4,9,6.0
2487947,10210,11,3,9,6.0
1749739,10210,12,3,11,7.0
3298880,10210,13,4,10,8.0
1013567,10210,14,4,9,14.0
129613,10210,15,1,10,18.0
1007841,10210,16,1,13,7.0
197908,10210,17,1,11,14.0
2906075,10210,18,2,10,8.0
2207215,10210,19,1,15,6.0
2049424,10210,20,2,9,15.0
173598,10210,21,3,8,30.0
2091721,10210,22,3,16,0.0
938743,10210,23,4,9,15.0
1836314,10210,24,1,8,4.0
1851364,10210,25,1,10,7.0
3321978,10210,26,5,9,4.0
3405598,10210,27,4,13,6.0
2113913,10210,28,1,10,11.0
2233858,10210,29,1,9,7.0
1815926,10210,30,5,8,4.0
859838,10210,31,4,11,6.0
3200001,10224,1,0,13,
989937,10224,2,5,12,5.0
3257742,10224,3,5,12,7.0
2011085,10224,4,6,22,22.0
2140623,10224,5,5,9,13.0
485132,10224,6,5,19,14.0
2532782,10224,7,4,21,13.0
1150214,10224,8,4,15,14.0
2324337,10224,9,5,13,1.0
2289293,10224,10,4,11,13.0
3112965,10224,11,6,17,16.0
2142585,10224,12,0,8,15.0
1149552,10224,13,4,14,11.0
2462815,10224,14,6,9,16.0
279852,10224,15,5,15,6.0
1315545,10224,16,4,20,30.0
3271194,10224,17,4,20,0.0
2746020,10224,18,6,13,16.0
920322,10224,19,4,22,5.0
1369755,10224,20,1,10,25.0
684146,10224,21,5,20,11.0
609325,10224,22,5,18,30.0
3303331,10224,23,0,12,30.0
2565134,10224,24,5,13,19.0
2641106,10224,25,5,13,14.0
3298803,10255,1,4,17,
1374494,10255,2,4,11,28.0
2019058,10255,3,2,17,5.0
507809,10255,4,1,14,13.0
2469974,10255,5,5,10,4.0
256370,10255,6,0,9,30.0
473706,10255,7,2,17,2.0
951037,10292,1,1,11,
823214,10292,2,2,15,8.0
1636964,10292,3,5,16,3.0
2982384,10292,4,1,14,3.0
1138251,10292,5,2,12,1.0
1834111,10292,6,5,12,3.0
2698459,10292,7,1,12,3.0
3055092,10292,8,3,16,2.0
2135366,10292,9,4,12,1.0
265366,10292,10,4,16,7.0
1997779,10292,11,1,16,4.0
2152815,10292,12,2,12,1.0
103980,10292,13,3,9,8.0
2322304,10292,14,1,11,5.0
2684911,10292,15,4,15,17.0
2698724,10292,16,1,13,4.0
2733027,10292,17,2,15,1.0
1768854,10292,18,5,11,3.0
2979796,10292,19,4,9,30.0
905662,10292,20,5,12,1.0
2884307,10292,21,5,8,7.0
820199,10292,22,2,10,11.0
2494544,10292,23,4,11,30.0
1449493,10292,24,2,11,12.0
108824,10292,25,4,10,2.0
3381061,10292,26,1,12,18.0
1670780,10292,27,5,12,18.0
2394983,10292,28,1,10,3.0
199866,10292,29,4,9,3.0
1649091,10292,30,4,16,0.0
2088472,10292,31,2,16,5.0
2397544,10292,32,3,16,1.0
2343404,10292,33,4,7,8.0
236341,10292,34,5,7,1.0
3186020,10292,35,1,8,3.0
1421357,10292,36,2,10,1.0
2351866,10292,37,3,17,1.0
2686614,10292,38,1,18,12.0
2984391,10292,39,3,9,2.0
1663956,10292,40,4,10,1.0
2829088,10292,41,4,14,0.0
2086147,10292,42,5,15,1.0
1981996,10292,43,2,13,4.0
2217376,10292,44,2,20,0.0
1150178,10292,45,3,19,1.0
1874133,10292,46,2,10,20.0
1413884,10292,47,2,12,0.0
2932043,10292,48,4,15,9.0
1205410,10292,49,2,12,5.0
3072718,10292,50,3,14,1.0
2156830,10292,51,5,10,2.0
2435099,10292,52,1,15,3.0
439397,10292,53,4,13,3.0
546353,10292,54,5,13,1.0
1812438,10312,1,0,14,
962133,10312,2,0,17,21.0
225627,10312,3,0,17,7.0
1687309,10312,4,2,19,9.0
2710852,10312,5,0,14,5.0
1344932,10312,6,2,18,9.0
1139815,10312,7,2,14,7.0
1041377,10312,8,2,14,7.0
3193502,10312,9,0,20,5.0
680404,10312,10,3,18,3.0
3202769,10312,11,0,13,4.0
2101464,10312,12,1,20,22.0
1760259,10312,13,2,19,8.0
775483,10312,14,5,16,3.0
3402766,10312,15,1,16,3.0
618951,10312,16,5,16,11.0
3111726,10312,17,6,15,8.0
2678737,10312,18,2,18,3.0
2934227,10312,19,4,16,16.0
1251819,10312,20,5,13,29.0
1350391,10312,21,0,19,2.0
2908342,10312,22,0,14,14.0
3232240,10312,23,2,18,2.0
2273109,10312,24,4,19,2.0
1679020,10312,25,1,13,11.0
183643,10312,26,5,15,4.0
102377,10312,27,3,14,5.0
54721,10312,28,2,19,13.0
339370,10312,29,6,16,4.0
2433918,10312,30,1,13,23.0
1267580,10312,31,3,11,2.0
2683684,10312,32,6,15,24.0
3309345,10334,1,1,12,
827336,10334,2,6,14,19.0
1836069,10334,3,2,20,3.0
3247426,10334,4,2,8,7.0
3376575,10334,5,3,14,22.0
1569053,10334,6,5,13,9.0
2112567,10334,7,1,18,10.0
2175660,10334,8,3,20,9.0
350328,10334,9,0,20,25.0
3048261,10334,10,6,0,30.0
263494,10334,11,3,18,11.0
413669,10334,12,1,11,19.0
295764,10334,13,1,13,14.0
179227,10334,14,5,14,18.0
2367849,10334,15,0,16,9.0
856338,10334,16,6,12,13.0
2981219,10334,17,5,15,6.0
2323121,10334,18,6,11,1.0
1873207,10334,19,0,7,8.0
92539,10334,20,5,15,5.0
1061628,10334,21,3,12,26.0
1799578,10334,22,4,6,22.0
2934373,10334,23,0,15,30.0
1161404,10334,24,6,15,6.0
2558606,10431,1,6,16,
1117651,10431,2,6,15,7.0
1807115,10431,3,0,9,8.0
333825,10431,4,6,12,20.0
1657181,10431,5,5,15,27.0
3402198,10431,6,6,10,8.0
2073120,10431,7,6,10,7.0
3161066,10431,8,4,7,5.0
649489,10431,9,3,20,6.0
1062525,10431,10,2,10,13.0
3360399,10431,11,5,8,3.0
1811340,10431,12,6,18,30.0
1715582,10431,13,6,11,7.0
2265742,10431,14,3,15,11.0
1767328,10431,15,6,0,3.0
554054,10431,16,1,20,9.0
3086855,10431,17,3,18,9.0
2776569,10431,18,5,8,30.0
2591941,10431,19,6,11,29.0
691411,10431,20,1,9,9.0
63168,10431,21,6,20,19.0
3032444,10431,22,1,12,2.0
2190790,10431,23,1,12,0.0
1615470,10431,24,6,13,12.0
2302299,10431,25,6,16,0.0
2856928,10431,26,6,21,7.0
658838,10431,27,0,7,8.0
1647672,10431,28,6,14,20.0
2447299,10431,29,6,15,7.0
714793,10461,1,3,13,
2372275,10461,2,0,11,11.0
1605868,10461,3,4,10,11.0
128457,10461,4,0,11,30.0
1944240,10461,5,5,16,12.0
2649041,10461,6,4,7,6.0
2232,10461,7,0,14,10.0
1824189,10461,8,3,16,10.0
2619456,10461,9,6,10,17.0
2430474,10461,10,5,15,6.0
990282,10461,11,1,14,3.0
3277987,10461,12,1,11,7.0
1175119,10461,13,6,16,19.0
2352525,10461,14,1,16,9.0
2325113,10461,15,0,11,6.0
3211122,10461,16,5,16,5.0
3154752,10461,17,4,20,20.0
1244395,10461,18,1,16,18.0
2458385,10461,19,2,17,8.0
947237,10591,1,1,9,
1765026,10591,2,4,12,10.0
1975147,10591,3,1,8,30.0
2845470,10591,4,1,10,7.0
1398926,10591,5,5,8,11.0
2427217,10591,6,1,11,17.0
3256768,10591,7,3,14,9.0
2350109,10591,8,2,8,6.0
113000,10591,9,3,8,22.0
1839467,10600,1,3,15,
76192,10600,2,4,16,1.0
1755259,10600,3,6,13,2.0
1689294,10600,4,4,15,5.0
1533730,10600,5,5,16,1.0
202086,10600,6,0,16,2.0
1797082,10600,7,2,16,2.0
1038205,10600,8,3,15,1.0
678055,10600,9,1,16,5.0
1033662,10600,10,3,15,2.0
3348350,10600,11,3,17,0.0
383850,10600,12,5,17,2.0
3382001,10600,13,6,8,1.0
996024,10600,14,1,16,2.0
3048284,10600,15,3,16,2.0
1445915,10600,16,4,14,1.0
1671069,10600,17,6,12,2.0
2247016,10600,18,0,16,1.0
2989897,10600,19,3,8,3.0
2389749,10600,20,4,13,1.0
799,10600,21,5,18,8.0
3356043,10600,22,0,11,2.0
2044690,10600,23,1,15,1.0
429195,10600,24,2,16,1.0
1662041,10600,25,5,15,3.0
934271,10600,26,6,17,1.0
2095509,10600,27,0,11,1.0
1909356,10600,28,1,18,1.0
791188,10600,29,4,15,3.0
2714215,10600,30,6,15,2.0
3147368,10600,31,5,16,13.0
2433890,10600,32,6,14,1.0
366283,10600,33,6,18,7.0
2265889,10600,34,2,11,10.0
2981866,10600,35,5,17,3.0
3190685,10600,36,2,16,18.0
625473,10600,37,3,17,1.0
118148,10600,38,6,15,3.0
2286750,10600,39,0,9,8.0
1018962,10600,40,0,13,0.0
897199,10600,41,4,14,4.0
1665686,10600,42,5,16,1.0
1782460,10600,43,6,11,1.0
1809413,10600,44,2,14,3.0
503090,10600,45,3,15,1.0
3231742,10600,46,4,17,1.0
2266253,10600,47,0,14,3.0
39017,10600,48,1,15,1.0
2385059,10600,49,6,15,5.0
3253370,10600,50,0,17,1.0
3282906,10600,51,2,16,2.0
1879024,10600,52,5,11,3.0
568325,10600,53,6,16,1.0
843626,10600,54,3,14,4.0
135397,10600,55,4,18,1.0
129575,10600,56,2,14,5.0
2440167,10600,57,4,16,2.0
1881960,10600,58,6,14,2.0
676043,10600,59,3,15,4.0
2612547,10600,60,6,14,3.0
720764,10600,61,0,15,8.0
2054199,10600,62,2,16,2.0
142307,10600,63,5,12,3.0
159027,10600,64,0,9,2.0
2015209,10600,65,4,12,4.0
294908,10600,66,0,17,3.0
3002753,10600,67,4,14,4.0
2023185,10600,68,1,13,4.0
1744233,10600,69,2,16,1.0
577297,10600,70,3,17,1.0
1365053,10600,71,0,17,4.0
1701531,10600,72,5,8,5.0
1455648,10600,73,5,14,0.0
320607,10600,74,6,15,1.0
2648735,10600,75,1,16,2.0
3202567,10600,76,3,16,2.0
1119160,10600,77,1,15,5.0
2185091,10600,78,3,16,2.0
3017779,10600,79,4,14,1.0
545418,10600,80,5,8,1.0
750831,10600,81,0,10,9.0
429179,10600,82,2,16,9.0
386484,10600,83,0,16,5.0
2236725,10600,84,3,17,3.0
1914907,10600,85,5,15,2.0
2686149,10600,86,1,13,3.0
13183,10600,87,3,16,2.0
2859130,10600,88,5,17,2.0
971173,10600,89,6,15,1.0
2637398,10600,90,0,14,1.0
1110289,10600,91,2,14,2.0
3344623,10600,92,4,14,2.0
1126558,10600,93,6,15,2.0
11209,10600,94,0,15,1.0
806153,10600,95,2,15,2.0
2751458,10600,96,4,16,2.0
2294045,10600,97,2,16,5.0
2649360,10600,98,3,15,1.0
2026257,10600,99,4,14,1.0
186320,10600,100,1,17,4.0
681941,10612,1,4,15,
2715846,10612,2,3,17,13.0
3358297,10612,3,4,20,8.0
2249568,10612,4,3,0,20.0
1283018,10612,5,0,18,18.0
1598741,10612,6,1,17,22.0
3036326,10612,7,2,0,30.0
2026964,10612,8,0,14,12.0
3260286,10612,9,1,13,8.0
2693547,10612,10,1,14,21.0
3356832,10612,11,0,17,6.0
3154276,10612,12,3,14,17.0
1904394,10612,13,5,18,2.0
2787365,10612,14,0,13,16.0
3265497,10786,1,1,15,
361449,10786,2,3,14,2.0
736970,10786,3,4,14,1.0
3203308,10786,4,2,13,5.0
3308997,10786,5,5,10,10.0
1436470,10786,6,2,8,4.0
51816,10786,7,1,11,6.0
1194370,10786,8,1,10,7.0
1443122,10786,9,3,15,2.0
2993614,10786,10,2,13,6.0
445935,10786,11,5,11,3.0
1804749,10786,12,4,9,6.0
2053580,10786,13,5,14,15.0
1164751,10786,14,1,14,3.0
3160040,10786,15,4,15,3.0
1236227,10786,16,5,13,8.0
2442110,10786,17,3,14,5.0
2229209,10786,18,2,15,6.0
3399663,10786,19,4,10,30.0
1561597,10786,20,5,11,1.0
2465811,10786,21,2,11,4.0
2299297,10786,22,5,15,3.0
2264206,10786,23,1,15,3.0
3269251,10786,24,3,14,2.0
1903267,10786,25,2,12,13.0
107398,10786,26,3,13,1.0
227742,10786,27,3,11,21.0
1519341,10786,28,1,13,12.0
822561,10786,29,2,6,1.0
44976,10786,30,5,15,10.0
2510481,10786,31,1,14,3.0
613232,10786,32,5,10,4.0
1508441,10786,33,1,14,3.0
863040,10786,34,3,14,23.0
1994921,10786,35,5,13,2.0
2502790,10786,36,2,12,11.0
949397,10786,37,4,14,2.0
73560,10786,38,1,15,4.0
2794470,10786,39,2,14,8.0
2421636,10786,40,5,14,24.0
2505862,10786,41,4,11,6.0
2513089,10822,1,4,22,
1394558,10822,2,3,13,20.0
3116020,10822,3,6,0,3.0
73119,10822,4,0,12,8.0
2980085,10822,5,2,16,16.0
2471208,10822,6,0,14,12.0
365590,10822,7,0,15,7.0
1165316,10822,8,1,20,8.0
2904516,10822,9,4,14,3.0
1910607,10822,10,0,23,3.0
3228469,10822,11,3,21,3.0
398976,10822,12,0,15,4.0
2528621,10822,13,0,13,7.0
789206,10822,14,4,12,4.0
3284723,10822,15,2,9,5.0
2482617,10822,16,6,10,4.0
2429750,10822,17,2,13,3.0
2866625,10822,18,3,12,1.0
1203670,10822,19,0,20,4.0
1372124,10822,20,3,20,3.0
3092590,10822,21,0,19,4.0
907706,10822,22,0,13,7.0
1885509,10822,23,5,11,5.0
801215,10822,24,3,12,5.0
463345,10822,25,1,14,5.0
211462,10822,26,5,2,4.0
3402008,10822,27,2,14,4.0
2351713,10822,28,0,21,5.0
3200702,10822,29,2,8,9.0
1486636,10822,30,0,23,12.0
1594323,10822,31,6,7,6.0
1288506,10822,32,1,15,2.0
2343840,10822,33,4,12,17.0
2965987,10822,34,0,14,3.0
1484864,10822,35,5,21,12.0
2042927,10822,36,4,0,6.0
547760,10822,37,1,10,11.0
398235,10822,38,1,16,7.0
262225,10822,39,0,16,27.0
2079101,10822,40,2,10,30.0
2958565,10822,41,0,13,5.0
2104025,10822,42,0,13,28.0
2099013,10822,43,5,15,19.0
432621,10822,44,5,9,7.0
2552784,10826,1,4,19,
536684,10826,2,6,20,9.0
2081355,10826,3,0,10,1.0
1864485,10826,4,2,12,2.0
2817431,10826,5,2,18,0.0
325708,10826,6,3,20,1.0
1259682,10826,7,4,12,1.0
2253744,10826,8,1,11,4.0
2582437,10826,9,2,14,1.0
2324217,10826,10,4,13,2.0
3052588,10826,11,3,8,6.0
52916,10826,12,6,11,3.0
1508946,10826,13,3,10,4.0
387032,10826,14,4,11,1.0
3260043,10826,15,5,13,1.0
713781,10826,16,2,9,11.0
1992786,10826,17,2,21,0.0
1817222,10826,18,4,16,2.0
2865820,10826,19,1,18,4.0
1578434,10826,20,2,14,1.0
2493964,10826,21,3,14,1.0
2819363,10826,22,5,10,2.0
978193,10826,23,5,17,0.0
225569,10826,24,6,15,1.0
2218216,10826,25,1,11,2.0
636364,10826,26,2,13,1.0
1913949,10826,27,0,8,5.0
1172317,10826,28,1,12,8.0
2347197,10826,29,1,22,0.0
2859841,10826,30,2,18,1.0
1468485,10826,31,4,13,2.0
325245,10826,32,5,12,1.0
1251923,10826,33,0,13,2.0
1404759,10826,34,1,18,1.0
1263137,10826,35,6,12,5.0
2641207,10826,36,2,15,3.0
1066397,10826,37,3,11,1.0
1333643,10826,38,5,12,2.0
61393,10826,39,2,17,11.0
440631,10826,40,5,11,3.0
2415158,10826,41,1,14,3.0
2297089,10826,42,4,19,3.0
1857239,10832,1,0,0,
372887,10832,2,5,10,19.0
2284864,10832,3,5,15,21.0
829535,10832,4,0,13,23.0
3147540,10832,5,6,21,6.0
451296,10832,6,1,12,9.0
74536,10832,7,6,12,5.0
1431288,10832,8,0,18,8.0
1358607,10832,9,4,21,4.0
1895131,10832,10,0,18,17.0
380010,10832,11,2,11,9.0
2993339,10832,12,5,21,10.0
1304629,10891,1,1,10,
1089146,10891,2,2,8,8.0
3277548,10891,3,5,14,24.0
3217190,10891,4,0,8,16.0
1415093,10891,5,0,12,7.0
2440490,10891,6,5,12,5.0
1322489,10891,7,5,10,14.0
853927,10891,8,5,11,7.0
527985,10891,9,1,10,17.0
488380,10891,10,1,8,30.0
3248153,10891,11,5,8,30.0
3390748,10891,12,6,11,8.0
2243725,10891,13,3,10,30.0
1069381,10891,14,5,9,30.0
1205044,10891,15,1,12,10.0
2274789,10891,16,5,13,25.0
2154449,10891,17,0,8,2.0
1870416,11000,1,6,20,
76665,11000,2,3,14,11.0
1484911,11000,3,0,14,30.0
2921555,11000,4,0,21,30.0
1837406,11000,5,3,13,17.0
1141486,11000,6,1,16,26.0
1732358,11000,7,4,15,30.0
889579,11000,8,0,12,17.0
1453421,11000,9,5,14,12.0
1423965,11000,10,1,15,10.0
576042,11000,11,4,14,10.0
299644,11000,12,1,10,25.0
3320868,11000,13,3,11,2.0
556880,11000,14,0,15,11.0
1142007,11000,15,5,12,12.0
582929,11000,16,2,14,4.0
3227830,11000,17,2,11,7.0
1397330,11000,18,0,13,5.0
35022,11000,19,1,12,1.0
3007208,11000,20,3,10,2.0
3261400,11000,21,6,12,10.0
813661,11000,22,5,11,13.0
3361098,11000,23,2,14,4.0
2537694,11000,24,2,15,7.0
429225,11000,25,4,13,9.0
387766,11001,1,0,21,
822274,11001,2,3,22,3.0
158063,11001,3,5,8,9.0
17615,11001,4,4,19,6.0
2172604,11001,5,1,20,4.0
339893,11001,6,0,9,13.0
2211230,11001,7,4,8,4.0
1235431,11001,8,2,18,5.0
615783,11001,9,3,16,1.0
2445708,11001,10,0,13,18.0
400932,11001,11,2,16,9.0
1678840,11001,12,0,8,5.0
2616116,11001,13,4,17,11.0
2371985,11001,14,3,9,6.0
192611,11001,15,5,8,9.0
1437174,11001,16,0,20,2.0
260080,11001,17,2,11,2.0
191686,11001,18,0,12,19.0
779516,11001,19,1,10,15.0
3379155,11001,20,3,15,2.0
1314714,11001,21,1,8,5.0
255763,11001,22,2,8,1.0
1315110,11001,23,1,15,6.0
3049295,11001,24,3,10,2.0
1570089,11001,25,1,13,12.0
1355845,11001,26,0,10,6.0
2375634,11001,27,0,9,7.0
314086,11001,28,0,11,7.0
266637,11001,29,3,9,10.0
2947965,11001,30,4,8,15.0
2438288,11001,31,3,7,6.0
331610,11001,32,3,12,28.0
2499211,11001,33,1,11,5.0
2536598,11001,34,3,18,9.0
1802865,11001,35,4,10,8.0
1072579,11001,36,6,18,9.0
1214401,11001,37,4,8,12.0
1349682,11001,38,2,14,5.0
2222920,11001,39,0,16,5.0
449943,11001,40,3,11,3.0
834881,11001,41,5,8,2.0
1215665,11001,42,1,8,3.0
372748,11001,43,5,19,4.0
3204977,11001,44,3,14,5.0
1705691,11001,45,4,10,8.0
3110234,11001,46,2,12,5.0
3123191,11001,47,6,12,4.0
1438666,11001,48,5,8,6.0
2643366,11001,49,3,9,5.0
2578349,11001,50,5,8,9.0
3110985,11001,51,3,8,5.0
3214505,11029,1,0,9,
2871640,11029,2,4,19,4.0
844961,11029,3,3,0,13.0
2161346,11029,4,3,9,0.0
1513126,11029,5,5,11,9.0
944382,11029,6,1,18,10.0
3319079,11029,7,5,9,4.0
1260037,11029,8,0,18,9.0
1664853,11029,9,1,16,8.0
2295737,11029,10,4,12,3.0
477929,11029,11,5,11,8.0
531751,11029,12,3,11,5.0
807934,11029,13,2,15,6.0
1331114,11029,14,5,7,17.0
2920145,11066,1,2,9,
2606131,11066,2,3,6,1.0
1742857,11066,3,3,9,7.0
3046442,11066,4,4,16,15.0
335499,11066,5,6,21,2.0
3045010,11066,6,0,8,1.0
1022975,11066,7,3,11,3.0
1714737,11066,8,1,13,5.0
435231,11066,9,4,19,3.0
265926,11066,10,0,14,3.0
820465,11066,11,2,14,2.0
1759299,11066,12,3,9,1.0
748264,11066,13,0,17,4.0
2248515,11066,14,1,7,1.0
39248,11066,15,3,9,2.0
1061889,11066,16,4,9,1.0
1783232,11066,17,4,15,7.0
377936,11066,18,5,13,1.0
2900169,11066,19,6,15,1.0
2726310,11066,20,0,17,1.0
3374538,11066,21,1,7,1.0
340097,11066,22,4,7,3.0
1452596,11066,23,4,12,7.0
745709,11066,24,6,18,9.0
1283182,11066,25,1,10,9.0
3146379,11066,26,3,7,2.0
1767996,11066,27,4,10,30.0
232678,11066,28,5,11,30.0
2317466,11066,29,4,16,13.0
964090,11066,30,4,13,14.0
1251250,11066,31,2,11,5.0
2732001,11066,32,5,9,3.0
2321188,11066,33,2,9,11.0
3182294,11066,34,3,10,1.0
1459994,11066,35,5,11,2.0
2132108,11066,36,5,11,0.0
2341799,11066,37,1,13,10.0
2253438,11066,38,2,11,1.0
1282393,11066,39,2,10,14.0
2843440,11066,40,3,12,1.0
1678594,11066,41,1,10,5.0
1374591,11066,42,1,10,7.0
913675,11066,43,3,10,16.0
260576,11068,1,4,21,
1464110,11068,2,4,7,7.0
28002,11068,3,3,19,6.0
736388,11068,4,4,6,8.0
2913268,11068,5,4,7,7.0
860415,11068,6,3,13,6.0
2929748,11068,7,4,7,8.0
2266792,11068,8,3,8,6.0
1031151,11068,9,5,9,16.0
138987,11068,10,0,16,9.0
3100701,11068,11,4,20,4.0
1777061,11068,12,3,9,20.0
392057,11068,13,4,7,8.0
3164285,11068,14,4,7,7.0
1344773,11068,15,3,17,6.0
1458406,11068,16,4,18,8.0
909446,11068,17,3,20,6.0
720736,11068,18,2,7,13.0
1042661,11068,19,3,19,8.0
1423428,11068,20,3,20,7.0
202862,11068,21,4,7,8.0
1883780,11068,22,3,21,6.0
3260584,11068,23,4,20,15.0
13974,11068,24,4,8,21.0
2292945,11068,25,3,20,20.0
3183334,11068,26,3,8,7.0
1057444,11068,27,1,14,30.0
1838187,11068,28,3,8,30.0
2200909,11068,29,3,14,7.0
2773653,11112,1,1,11,
3077763,11112,2,2,8,1.0
2300702,11112,3,3,10,1.0
3256943,11112,4,3,13,0.0
2137117,11112,5,5,10,2.0
2546711,11112,6,3,15,5.0
132370,11112,7,5,8,2.0
521709,11112,8,2,8,4.0
3214854,11112,9,2,8,0.0
1571364,11112,10,3,8,1.0
1203708,11112,11,1,9,5.0
2786038,11112,12,1,9,0.0
2529725,11112,13,3,7,2.0
1706126,11112,14,4,11,1.0
1111729,11112,15,4,13,0.0
3162715,11112,16,2,8,5.0
27173,11112,17,2,8,0.0
1101182,11112,18,4,11,2.0
961651,11112,19,5,9,8.0
1856736,11112,20,5,9,0.0
1653743,11112,21,1,9,10.0
2380167,11112,22,1,9,0.0
3244432,11112,23,1,7,7.0
177973,11112,24,2,14,1.0
2211564,11112,25,4,9,2.0
2796805,11112,26,5,9,1.0
2761465,11112,27,5,14,0.0
611403,11112,28,4,14,6.0
1466052,11112,29,4,15,0.0
1572212,11112,30,3,11,13.0
739871,11112,31,3,11,0.0
3324338,11112,32,1,9,12.0
1799177,11112,33,1,9,0.0
349234,11112,34,5,9,4.0
2952175,11112,35,2,10,4.0
1252369,11112,36,3,8,1.0
220034,11112,37,5,9,2.0
1710212,11112,38,5,10,0.0
1691622,11112,39,2,15,4.0
1612366,11112,40,5,9,3.0
1321722,11112,41,5,10,0.0
871702,11112,42,1,13,3.0
763117,11112,43,5,8,4.0
154667,11112,44,3,9,5.0
545876,11112,45,5,7,2.0
2900249,11112,46,5,10,7.0
1430735,11112,47,5,11,0.0
1092724,11112,48,1,11,3.0
2924713,11112,49,4,13,3.0
2824819,11112,50,5,10,1.0
2400919,11112,51,3,13,5.0
517248,11112,52,4,10,1.0
3330351,11112,53,3,10,6.0
2713978,11112,54,3,14,0.0
1420040,11112,55,3,15,7.0
1427451,11112,56,4,9,1.0
2176684,11112,57,3,12,6.0
2969425,11112,58,4,9,1.0
402037,11112,59,1,12,11.0
1053545,11112,60,2,9,15.0
471767,11112,61,4,15,9.0
2903774,11112,62,1,10,4.0
3009781,11112,63,1,8,7.0
976100,11112,64,2,9,30.0
2003270,11112,65,3,14,1.0
2095014,11112,66,4,9,15.0
3057059,11112,67,4,11,7.0
1729437,11112,68,2,12,30.0
1315893,11115,1,2,14,
1071887,11115,2,0,9,5.0
1395993,11115,3,0,16,0.0
2998991,11115,4,3,21,3.0
715059,11115,5,5,14,2.0
2038906,11115,6,6,14,1.0
1097143,11115,7,2,13,3.0
3143566,11115,8,3,15,1.0
396115,11115,9,6,11,3.0
712773,11115,10,2,8,3.0
635251,11115,11,2,8,0.0
658954,11115,12,4,13,2.0
1090479,11115,13,2,15,5.0
239888,11115,14,4,13,2.0
1539138,11115,15,0,20,3.0
944278,11115,16,2,16,2.0
130608,11115,17,5,20,3.0
2150631,11115,18,0,15,2.0
1259929,11115,19,3,15,3.0
399287,11115,20,4,17,1.0
3016080,11123,1,2,12,
1966480,11123,2,1,14,30.0
493635,11123,3,2,9,30.0
1328327,11123,4,3,18,1.0
3331963,11123,5,4,11,30.0
36698,11123,6,4,15,30.0
1939251,11123,7,0,12,30.0
2814196,11158,1,4,13,
321363,11158,2,4,17,7.0
2313939,11158,3,1,13,18.0
721177,11158,4,2,17,15.0
2359765,11158,5,1,11,20.0
2714712,11158,6,5,14,4.0
2089621,11176,1,1,19,
1298308,11176,2,0,23,6.0
1131623,11176,3,2,16,2.0
3329145,11176,4,2,15,7.0
2003246,11176,5,4,17,2.0
2908746,11176,6,0,13,3.0
671924,11176,7,4,16,11.0
2232201,11176,8,5,9,1.0
1179641,11176,9,1,8,3.0
2486686,11176,10,4,17,3.0
1605394,11176,11,0,16,3.0
2387968,11176,12,4,16,4.0
3534,11176,13,0,14,3.0
1114184,11176,14,2,17,9.0
3341221,11176,15,2,16,7.0
104356,11176,16,4,17,2.0
1969908,11176,17,2,15,5.0
1990058,11176,18,0,19,5.0
1613746,11176,19,3,19,3.0
2305326,11176,20,0,9,4.0
601615,11176,21,0,10,7.0
1224096,11176,22,1,16,1.0
2061078,11176,23,0,15,6.0
2000840,11176,24,1,14,1.0
1140337,11176,25,0,16,6.0
6354,11176,26,0,20,30.0
1060959,11176,27,4,18,18.0
2613933,11176,28,6,13,2.0
1875204,11176,29,0,10,30.0
561640,11176,30,2,11,9.0
1157905,11176,31,3,20,1.0
1156413,11176,32,0,11,11.0
2727689,11176,33,2,16,2.0
1684899,11176,34,6,1,4.0
1778755,11176,35,3,15,4.0
1265749,11176,36,0,10,4.0
2867314,11176,37,0,16,7.0
2050034,11176,38,4,16,11.0
2054753,11176,39,0,21,3.0
2105219,11176,40,4,13,11.0
2014761,11176,41,0,16,10.0
2366026,11176,42,0,19,7.0
360160,11176,43,0,11,7.0
1059349,11176,44,2,9,9.0
1902794,11176,45,1,10,13.0
2378203,11176,46,2,17,8.0
2415673,11176,47,2,18,7.0
1003217,11176,48,2,14,7.0
1963744,11190,1,5,11,
2999044,11190,2,1,8,24.0
607356,11190,3,1,1,14.0
1319749,11190,4,1,7,30.0
849152,11190,5,0,21,13.0
2905631,11190,6,1,21,15.0
2035271,11190,7,1,11,30.0
1445244,11190,8,2,10,22.0
300380,11190,9,1,10,6.0
1050060,11190,10,1,11,7.0
1046120,11190,11,0,21,20.0
579734,11190,12,2,12,30.0
2993032,11190,13,3,12,15.0
3074960,11190,14,1,8,5.0
921390,11190,15,2,10,8.0
3025319,11190,16,0,23,5.0
874376,11190,17,1,12,22.0
2970434,11276,1,5,15,
2571415,11276,2,5,12,14.0
1265747,11276,3,0,14,9.0
3053567,11276,4,1,15,30.0
3120676,11276,5,0,10,30.0
2464597,11276,6,0,14,7.0
1239753,11276,7,0,15,7.0
1913883,11276,8,0,16,7.0
1274172,11276,9,1,14,8.0
2018213,11276,10,0,23,6.0
3136853,11276,11,0,18,7.0
3414069,11276,12,0,16,7.0
1479820,11276,13,1,13,8.0
2834583,11276,14,2,11,15.0
2852517,11276,15,6,16,11.0
2921509,11276,16,1,16,16.0
3280936,11276,17,6,11,12.0
1221173,11276,18,0,18,15.0
322677,11276,19,1,11,8.0
